var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality
51,29,16,49,45,25,14,16.463349289620453
8,20,24,47,44,21,35,9.957058615410805
41,40,20,28,52,32,31,26.90525397886585
6,51,34,48,47,44,47,0.009885207023657526
41,47,15,19,21,34,28,19.85180715108059
9,27,46,23,30,49,37,1.6162606126649113
11,3,15,22,27,46,36,4.865260069662167
20,29,50,4,29,8,7,-21.17811145593025
32,18,4,11,45,8,3,4.7090971199668374e-05
48,43,50,14,48,30,24,22.737188795074086
35,27,12,30,13,7,42,-21.189315024140743
35,46,12,29,30,19,47,15.799048122733412
43,25,33,21,22,10,27,13.041039768090679
18,43,10,46,51,39,22,13.047231181051808
8,50,51,51,7,43,22,-21.17756391109375
12,23,6,5,43,36,26,-21.19567600629586
25,25,20,25,50,28,42,26.86185649180093
52,3,45,3,27,8,30,-21.200566217409314
38,10,6,12,40,47,27,-21.189364052918524
48,19,45,15,4,9,33,-21.189317097767265
37,42,14,31,20,18,37,18.408853898593783
41,18,21,41,44,10,5,4.786430672712
13,34,15,8,11,38,27,14.15406791358891
6,51,39,36,16,38,7,0.009794707049462845
8,50,37,7,48,33,8,8.357242515887323
25,18,13,33,5,27,50,-21.188172121954324
4,28,46,27,3,7,34,-21.203664835994207
31,10,50,37,47,29,31,30.423524510270276
47,21,41,26,14,21,33,19.706290434727038
4,52,19,38,43,23,9,-21.1754204056832
22,25,40,44,42,11,49,14.418270719848833
37,4,37,45,34,21,28,23.456466364235702
51,33,19,43,33,49,47,25.47945702764096
23,17,34,25,21,29,16,19.606461529153258
51,23,22,3,42,19,41,4.204136291679013
46,35,39,23,39,7,17,-21.189299618602643
35,43,13,4,38,15,9,8.566423658567167
5,20,3,12,18,32,52,5.012396430112833e-05
47,34,31,6,18,38,11,11.627890328717235
35,46,42,33,17,4,16,5.010488073740737e-05
25,12,9,33,35,29,23,-10.58750484316016
51,48,25,34,20,30,27,27.451202163579826
19,49,4,22,12,11,12,5.009440050237582e-05
23,13,16,33,14,15,43,18.5630829855927
22,7,8,26,43,42,20,-21.189314153815104
10,3,50,14,18,35,17,3.304708763997032
52,11,30,35,27,3,46,5.010432854853521e-05
44,11,30,20,42,26,29,30.823049081078636
35,39,47,43,42,5,49,0.009796561853901134
6,31,45,18,40,33,6,0.009807151519196325
37,42,33,45,8,7,33,-21.1893150237773
26,5,5,6,30,17,45,0.00980062833290729
24,33,20,36,43,20,28,26.819987775962666
5,12,9,19,24,42,45,-10.642264520520952
14,30,52,40,12,21,19,16.07000057801313
31,32,32,35,15,31,19,20.6656733320058
35,26,31,9,45,27,46,1.6162606126649113
37,31,23,13,44,10,28,13.025361206010869
12,13,15,52,48,50,9,10.211364604945452
43,43,12,49,49,4,17,5.01040073742323e-05
42,24,37,23,26,50,26,33.49760779428919
10,38,26,32,49,12,3,1.6136475353016364
21,51,5,8,27,25,51,0.009797873302324057
31,6,24,17,4,21,47,-21.191504580649656
27,13,13,31,27,32,32,17.15690261983435
52,36,23,50,39,31,44,31.03453892563506
9,50,41,39,19,52,50,1.6162606126649113
18,36,30,49,24,14,4,3.7374230743461823
49,44,6,52,47,28,47,-21.18931502402374
35,28,14,34,28,37,51,18.646886133753448
27,41,10,40,28,13,45,12.77327834221047
38,44,20,34,36,16,47,21.357087214780822
16,37,42,9,24,10,10,1.6162606126649113
4,47,33,16,30,6,34,-21.203664835994207
46,41,46,37,21,14,51,18.646884684319957
9,25,37,40,50,38,43,1.6162606126649113
49,16,19,9,25,38,35,1.6162606126649113
12,14,35,51,15,49,38,15.336003926788827
16,47,21,10,14,4,46,4.143368357095542e-05
9,45,4,20,23,14,25,2.938296786473173e-05
20,30,45,7,16,4,23,5.0110282207542856e-05
6,5,29,28,40,33,21,0.009885207023657526
4,48,34,22,48,3,44,4.978556816008665e-05
23,31,50,12,8,29,35,-10.58686654495968
24,48,50,19,47,38,41,29.820276140864806
43,39,38,25,8,37,39,-10.586875549787973
23,36,3,47,49,28,32,5.010433544514209e-05
27,19,26,6,12,27,29,12.160789723833492
18,45,4,51,9,30,24,5.010442902908639e-05
38,43,25,33,39,24,16,19.6064299498096
16,23,31,50,32,44,52,20.872004050918797
50,21,45,46,5,24,49,-21.188045411903097
40,38,31,41,15,7,31,-21.189315022946865
35,5,29,28,43,18,3,1.6137373009392333
32,15,30,10,18,16,49,3.304708763997032
40,35,18,46,31,26,11,12.911388878493073
16,13,18,21,46,34,3,1.6137394769336129
36,46,5,38,39,32,25,0.00979656199980718
16,13,51,43,14,18,40,19.47584312775674
26,8,43,15,19,22,24,24.20235243121922
34,21,25,5,48,19,17,10.691102786861634
34,48,32,27,9,29,21,15.08427511701464
35,27,24,52,29,17,15,18.53825143587649
50,26,26,12,18,28,51,20.4301386687
32,20,36,16,37,7,31,-21.189317615326864
36,18,18,4,31,37,8,8.296500381912614
43,42,30,12,15,29,40,19.571748026896483
15,12,39,4,23,21,22,9.065226006807828
26,14,33,48,5,26,29,-21.188045485375053
31,38,15,36,51,23,25,19.935729764185904
7,30,30,43,19,37,12,8.441196103268732
8,38,11,16,51,14,50,9.879290613036556
17,47,29,41,41,36,14,16.834565834128856
33,18,12,34,24,9,13,-10.587644246375449
36,3,28,35,15,23,51,19.878789465131966
51,35,27,24,30,38,35,35.63142737720428
36,8,34,24,11,47,38,16.865329702785942
14,22,24,21,27,43,19,18.123907803046357
11,10,8,47,41,14,34,-21.187780290707757
28,45,51,25,22,51,10,11.39129802239958
26,40,6,29,32,50,31,-21.18931501680275
51,26,14,21,43,20,12,13.811731848325039
38,17,14,33,45,5,50,0.009796561859505889
3,15,50,32,31,52,26,-21.644100847438054
48,27,6,31,28,37,17,-21.189299601499105
31,52,49,14,21,10,33,13.042834313245145
5,25,45,46,50,46,24,-10.642264520520952
12,42,16,46,24,43,42,15.53283982115792
30,41,10,25,46,21,44,13.041059071909878
26,10,47,52,30,18,49,24.103105176572804
11,29,7,6,25,12,30,-21.190729614302356
16,44,30,22,35,34,49,20.872004050918797
35,23,7,46,30,19,10,-21.191150264870046
52,25,34,41,22,51,29,30.207509211424775
10,25,44,41,13,31,34,3.304708763997032
33,34,17,21,17,26,34,21.828364482521682
23,16,26,5,26,19,3,1.611841123527304
20,7,26,24,23,19,32,24.885558310094748
21,43,10,5,9,27,13,10.584877255020388
21,28,5,32,13,12,15,0.009796425352024574
5,37,8,41,3,37,52,-21.193006766510667
14,33,47,30,13,49,18,16.382695508538962
25,27,28,43,20,10,19,13.047436161229541
17,26,41,28,18,21,11,12.911325268942754
31,6,35,30,51,35,51,26.20260753033649
48,22,9,19,41,43,50,-10.587504628788372
7,45,30,48,43,3,28,5.014935080269866e-05
48,15,50,8,28,6,46,-21.190156249828544
3,31,21,3,17,4,24,0.008527874121118844
36,21,11,42,14,43,5,4.786430675367767
40,7,24,41,4,50,52,-21.191507113034284
49,32,48,28,31,15,9,10.21173515298701
7,42,28,32,22,33,40,8.569515030065865
52,28,43,16,9,6,35,-21.189317770733204
22,48,27,49,44,10,13,12.966526672749758
9,18,40,50,19,6,20,-21.19204521279922
9,26,30,19,13,43,19,1.6162606126649113
14,43,13,11,37,47,30,4.865260069662167
19,10,17,21,29,25,17,20.97822946488399
3,46,31,25,35,5,40,-20.774971563068494
48,41,18,15,10,26,52,16.07067348014315
50,21,33,46,26,44,32,35.857131033497
12,24,5,35,16,38,43,0.009795647981852514
8,47,43,44,17,42,44,9.957058615410805
39,6,27,29,4,21,52,-21.191504608987525
33,29,40,7,44,7,6,-21.178536715445965
34,6,49,45,18,13,14,15.974060704605378
19,7,28,4,50,3,32,4.9808544977821946e-05
50,49,28,20,40,32,47,31.55736941030638
52,27,9,45,23,19,21,-10.587505748444805
34,4,50,27,42,46,43,23.456189566775617
38,9,37,28,38,36,36,28.992211150304286
51,23,25,20,4,47,26,-21.1915073631258
44,7,30,8,30,47,41,14.795911195362516
30,27,47,22,7,40,41,-21.19187635425107
18,29,44,24,32,49,4,3.7374230743461823
32,37,5,26,19,47,43,0.009796561858087631
42,4,17,44,16,48,40,20.90780035681072
16,27,3,17,24,17,18,5.0104826129795154e-05
15,31,42,34,51,36,4,3.7373746933933045
43,35,25,46,17,43,36,23.126046404168356
18,15,35,49,48,37,29,23.74492068711746
50,15,17,36,44,8,33,-21.189315024335325
24,8,8,45,33,23,34,-21.189315460029015
17,11,33,25,40,34,33,22.31617687677716
10,44,38,33,32,6,51,-21.191465600564563
36,20,48,22,45,24,18,22.480171089895855
36,34,15,36,4,27,18,-21.191517778968297
30,50,26,21,12,32,37,17.548440582374486
35,8,36,26,39,10,52,13.040634743287526
44,33,28,15,17,8,11,-21.18767060206875
28,47,37,13,17,37,7,7.4701851230908485
37,36,47,34,51,41,17,20.96790811426987
16,24,16,35,18,46,18,19.634053004467543
28,4,52,30,29,37,24,23.46495167049847
30,9,11,40,24,10,27,13.040627650542055
10,5,19,16,35,18,10,3.304708763997032
4,32,28,13,42,29,16,-21.1754204056832
33,31,12,33,51,43,42,15.807818651759991
42,41,8,11,15,17,37,-21.18934172712856
41,39,9,9,25,24,4,-10.617873721500567
47,52,44,46,37,6,6,-21.177236857965486
31,50,40,40,52,49,46,41.302119537327286
23,40,32,13,21,4,13,5.010850017909694e-05
25,34,46,38,35,3,41,5.010433148710972e-05
21,28,12,22,5,24,25,-21.18779172293853
24,52,28,20,20,44,3,1.613743743992263
15,44,39,15,32,26,45,19.52929852516895
7,5,44,28,38,41,26,8.569515030065865
10,17,18,30,43,11,51,3.304708763997032
19,50,15,30,44,35,10,11.391312496485577
50,7,35,40,29,14,5,4.78642644844394
10,45,27,10,38,12,28,3.304708763997032
51,42,44,10,15,22,34,3.304708763997032
47,7,46,52,45,34,41,27.92823907012978
30,5,4,50,42,13,20,5.0104458121939994e-05
50,35,48,36,23,29,46,31.61308607198975
16,48,17,51,13,50,26,17.65877143835188
15,34,13,40,40,9,33,-10.587541706370262
22,51,32,13,43,52,18,21.066210410361215
20,49,19,26,5,7,51,-21.18931343498791
22,14,15,50,44,7,28,-21.189314961532425
25,15,37,13,24,48,8,8.904938099839692
14,30,17,9,46,15,41,1.6162606126649113
17,35,38,14,23,31,40,21.28681734225685
49,33,15,19,34,42,44,19.938541474271425
14,35,33,21,39,39,6,6.215914236621172
7,41,32,22,24,38,33,8.569515030065865
39,13,5,35,28,28,22,0.009796563406383116
40,13,38,36,9,48,33,15.08522941896437
39,31,10,6,49,22,29,11.216166191900717
16,23,49,15,21,50,34,20.149759424711974
37,45,45,48,23,50,3,1.6137435310596715
31,51,31,14,44,10,49,13.042834313245145
17,46,47,5,27,51,31,10.726493395116636
7,30,17,4,21,21,51,7.288612367195854
3,25,22,6,27,38,21,-21.644100847438054
14,42,9,29,17,3,37,5.0101662255544925e-05
16,32,17,33,12,50,34,17.130585891341596
3,3,14,42,3,49,13,-21.65624254849112
41,6,28,27,40,36,19,23.483719831820615
30,43,19,37,9,8,45,-21.189315026425426
25,20,13,25,16,7,29,-21.189315126284974
17,40,24,8,41,23,44,14.795911195362516
39,14,10,32,46,31,29,13.04106558327522
17,45,28,26,22,17,38,21.449883845137954
52,46,33,20,14,8,39,-21.189315198919513
5,29,23,4,42,18,51,-10.687725427252078
50,48,9,49,50,38,34,-10.587504838813265
42,7,22,40,20,24,48,26.574472406945034
5,39,17,50,30,28,19,-10.642264520520952
3,12,42,11,19,3,18,0.009173613055385414
44,34,5,44,10,20,3,0.009440569071810756
21,7,23,22,24,25,49,27.469345512956995
13,11,12,39,46,38,28,14.996096973672854
42,25,30,34,31,35,43,39.859279976588
44,10,41,7,36,28,28,13.419275111682117
20,11,33,13,47,34,5,4.7651361557005965
52,37,39,33,31,25,18,22.480304127617767
51,51,21,24,28,50,22,27.310621630773483
52,29,35,5,29,22,30,10.726493395116636
9,20,10,28,23,39,52,1.6162606126649113
47,28,52,51,42,20,13,15.472495769390724
17,3,46,19,31,46,41,20.361549283079604
29,27,18,50,6,48,42,-10.587713584374288
42,42,36,15,25,26,39,24.070021711248636
37,37,41,25,9,17,29,15.082031445851507
16,35,34,45,33,25,29,20.872004050918797
15,27,51,39,34,3,51,5.010488903451975e-05
21,33,36,42,48,51,32,27.890696894235056
41,14,19,35,14,40,30,19.678032747704368
4,28,43,44,50,43,23,-21.1754204056832
40,21,41,42,46,19,24,25.492145898768356
14,13,9,29,3,49,21,-21.189419323419916
50,14,8,29,8,40,5,-21.1772368664938
12,5,27,30,41,12,4,3.72960231159701
23,52,50,19,17,13,37,17.151806413886725
47,42,42,7,19,5,4,0.009004700396234284
33,42,40,38,48,43,32,41.73297769810845
51,52,49,29,36,44,11,12.91138863668298
22,17,51,21,49,10,33,13.040868870555446
37,37,17,28,47,45,18,21.669286887374746
34,3,28,16,35,50,52,20.58190188726645
21,34,19,44,49,26,45,25.07289165969209
33,9,45,16,16,44,22,21.786067599691794
29,44,4,23,25,42,41,5.010432938224345e-05
25,9,44,41,47,3,37,5.0104330410250456e-05
11,20,13,39,35,32,8,4.865260069662167
45,15,39,44,46,6,11,-21.18766737999812
4,18,14,6,51,31,36,-21.1754204056832
13,44,43,34,41,46,30,16.736710021075734
31,10,7,28,7,51,9,-21.19115069138538
37,30,5,32,25,9,45,-21.09292234399631
17,28,31,25,25,26,12,14.114024283168474
39,3,44,43,49,50,11,12.887653337405242
4,10,41,27,5,40,46,-21.1754204056832
50,14,42,29,19,30,46,26.003423213483483
50,34,48,27,45,9,49,-10.587504838690675
28,25,44,42,41,8,30,-21.189315013026413
25,43,38,39,44,3,25,5.010433148710972e-05
3,15,50,42,46,26,3,-21.669437684404574
50,47,10,46,44,39,49,13.041061781012283
47,35,6,40,15,25,3,-21.648379578850008
3,21,36,23,9,22,50,-21.644100847438054
23,28,11,12,16,30,41,14.40531668360443
47,12,32,43,16,50,28,21.84236623273872
43,15,27,52,20,45,8,8.90411104788825
47,20,11,23,38,35,3,1.6137435362487236
39,5,40,36,39,23,22,24.93607941309308
31,31,52,3,9,36,13,4.204136291679013
14,6,11,51,22,52,23,14.244085152078059
26,10,10,45,34,23,26,13.041008698422413
9,15,11,50,32,47,46,1.6162606126649113
21,23,13,33,13,24,31,16.464193468522637
24,22,36,10,10,37,41,3.304708763997032
25,51,35,45,37,41,48,33.450548246784955
6,43,45,27,42,20,5,0.009904772890123264
8,23,35,40,43,27,20,9.957058615410805
39,12,24,14,3,24,18,-21.190334963467127
36,23,17,42,14,50,19,19.481394908347593
6,48,16,33,34,45,10,0.009885207023657526
31,14,12,23,13,26,29,15.037647084318447
38,4,12,30,47,30,40,15.811972518574938
12,20,20,26,40,46,50,15.53283982115792
46,52,50,36,16,24,41,21.83572768912555
44,4,46,15,15,40,49,20.68767043516917
12,3,28,51,27,23,37,15.51477714951226
37,3,45,10,51,35,16,3.304708763997032
12,49,12,38,18,21,31,14.489508249653294
15,43,14,47,20,11,26,14.32524646521779
14,3,11,6,37,35,33,11.863284404264313
29,8,7,20,13,41,4,-21.17723763513543
50,22,30,38,13,4,30,5.010432987320867e-05
29,47,15,3,13,21,31,4.204136291679013
16,19,52,27,37,19,36,20.902840947159312
14,3,11,25,18,34,16,14.240737759231536
20,17,11,18,30,11,29,14.398575445063885
49,47,22,41,20,41,41,26.985402928752794
49,49,43,31,9,40,12,13.491045268868067
39,43,23,27,4,14,13,-21.192021460708276
30,32,12,40,31,49,35,15.80781572698916
12,20,24,5,16,40,4,3.7361810947321357
18,51,43,23,34,49,49,23.74492068711746
17,40,43,17,47,40,49,22.31660581051547
40,12,29,40,3,34,50,-21.190332723615874
17,26,27,18,38,7,46,-21.189301268382415
31,27,4,10,5,3,47,4.143368357095542e-05
38,24,34,28,45,17,10,11.391300332470918
14,33,6,34,16,12,12,-21.18942652807918
22,30,39,10,18,49,29,3.304708763997032
30,47,18,9,19,11,17,1.6162606126649113
23,7,38,43,17,8,24,-21.189315859745523
7,47,9,36,11,49,10,-21.17789522220714
12,3,30,4,33,43,49,9.307950624089372
46,10,7,39,21,40,26,-21.189315438893914
49,46,48,33,17,38,15,18.51024440194454
3,32,10,13,26,27,31,-21.644100847438054
49,51,14,28,7,25,31,-21.19198373568731
35,32,41,48,44,39,26,33.86912742109855
48,18,14,34,11,12,15,14.990728349463378
5,34,32,44,36,17,17,-10.642264520520952
18,40,51,25,40,10,29,13.047231181051808
48,23,40,19,26,19,28,25.448374664864275
39,31,35,45,50,21,36,28.282954087787004
15,49,51,40,16,38,48,19.209407120826214
33,15,47,12,4,19,3,-21.648399886944173
10,11,48,29,20,5,34,0.008315750534846863
27,51,50,6,20,20,12,11.969377979851945
49,32,45,19,10,47,5,4.786427159393726
50,50,31,18,38,12,49,15.807804258556128
22,20,39,11,22,51,4,3.7373496252100162
43,3,32,12,35,51,10,11.405880434621015
29,42,26,32,35,41,45,35.104452925547555
20,39,10,17,35,19,5,4.786405577329914
50,18,19,40,9,21,18,15.093486848129917
29,24,13,38,19,51,26,17.156789466835367
19,3,41,11,10,46,49,4.865260069662167
25,47,39,50,16,50,35,21.841598026539113
50,29,4,9,5,40,6,2.938296786473173e-05
24,14,32,5,25,46,47,10.726493395116636
42,5,15,50,25,25,24,19.906469086051615
5,32,14,27,15,30,26,-10.642264520520952
12,5,36,36,47,52,26,15.532676963320347
37,4,18,16,29,14,48,18.623386628549156
19,26,33,45,7,15,48,-21.191789927358123
22,46,39,4,19,51,29,9.065226006807828
41,46,25,5,21,20,12,10.654174046942918
3,13,25,43,7,20,7,-20.795225161880406
5,47,19,4,5,19,4,-21.236809370874234
15,11,35,49,32,44,4,3.7373746894001516
44,7,50,14,24,39,29,22.737949829918122
13,50,40,19,42,42,19,16.736710021075734
14,25,47,26,8,23,17,-10.586825174985
35,48,50,10,23,29,7,3.304708763997032
30,35,36,19,12,49,50,17.548864776062413
16,32,10,49,13,5,12,0.009795926131978817
29,17,27,24,32,7,15,-21.18940845072894
9,39,3,41,38,9,20,2.9300098692678278e-05
17,21,15,51,23,52,25,19.57629915662556
31,7,39,48,22,49,40,27.927724964619987
44,47,51,40,17,52,48,23.1276286233117
27,13,31,16,7,35,38,-21.191876825351716
10,18,3,19,16,46,20,4.143368357095542e-05
44,16,29,18,3,22,40,-21.1903330372948
50,46,18,51,42,20,45,23.639448272486554
7,7,39,33,17,49,30,8.569515030065865
52,15,33,5,40,15,14,10.688911529997538
31,12,26,5,32,49,48,10.726493395116636
52,39,52,35,35,9,41,-10.587504838931538
4,51,22,18,28,27,16,-21.1754204056832
29,44,17,32,28,22,16,19.90976896695694
6,31,3,8,33,32,16,5.0083941091618054e-05
5,27,30,44,29,45,20,-10.642264520520952
41,22,31,47,4,8,27,-21.18931501297303
39,49,33,38,42,17,15,18.538251391481687
9,48,31,13,40,27,23,1.6162606126649113
5,19,12,18,51,11,25,-10.642264520520952
7,11,32,3,50,12,51,4.35801141196166
41,4,29,48,43,28,20,23.431288649300352
43,34,45,26,25,50,11,12.911387717196778
9,46,31,45,20,9,39,-10.591159428469046
37,27,19,36,46,45,6,6.215928432232832
50,19,37,31,24,37,27,32.68868794036733
9,48,32,4,10,45,50,1.6162606126649113
8,13,29,28,37,13,8,8.87147958973827
12,30,50,43,15,27,12,14.097050549130211
10,8,20,48,30,27,21,3.304708763997032
52,20,40,9,14,16,37,1.6162606126649113
32,3,8,22,26,17,8,-21.17729960735848
46,27,29,33,7,4,8,5.015032711606205e-05
45,45,36,15,16,3,36,5.010434404180764e-05
20,41,26,21,14,47,15,17.812772523047023
32,17,16,32,20,14,4,3.737419563266658
30,35,51,39,51,21,24,28.00479024401368
44,14,36,42,31,17,22,22.711077133123805
15,19,11,36,35,36,48,14.32524646521779
13,11,27,19,24,47,14,15.550432798454441
32,13,24,4,14,39,32,9.065226006807828
16,37,10,30,23,47,39,13.038933077459065
26,30,19,46,20,31,23,24.9950416298065
13,38,23,3,12,29,14,4.204136291679013
45,7,21,39,6,14,34,-21.19293652717864
28,36,17,27,23,9,18,-10.587512501289304
42,7,51,22,32,28,28,27.92336039282879
15,3,47,29,19,36,39,19.472349524299357
29,11,11,48,10,4,26,5.010432847858765e-05
17,34,42,40,47,31,35,22.31660581051547
12,9,4,26,8,25,19,5.00930613214731e-05
15,26,40,33,3,41,26,-21.19028381383077
29,42,8,19,28,51,34,-21.18931519478821
5,33,28,16,47,23,27,-10.642264520520952
34,22,40,30,52,33,23,29.338525438347176
49,20,30,8,25,36,24,14.795911195362516
16,39,17,51,33,50,36,20.481832874733318
46,16,10,38,42,39,25,13.040982225890149
24,46,21,27,52,3,24,5.010432837022446e-05
6,50,38,21,18,27,4,0.009218018859090168
18,6,31,43,12,23,22,17.45558051338795
40,47,48,32,17,40,5,4.76537257480019
10,30,45,38,17,7,23,-21.19139847641287
29,5,46,50,27,16,24,21.30818254026983
27,19,51,15,7,38,5,-21.177235304796977
12,32,21,37,14,45,7,7.47074087807556
43,52,19,42,12,6,25,-21.18931511927152
5,36,48,44,46,11,37,-10.642264520520952
10,18,5,37,14,22,18,0.008373037794673186
10,8,15,29,47,14,26,3.304708763997032
45,45,13,34,18,7,34,-21.18931502377963
11,44,18,19,25,49,4,3.736668934341287
31,6,4,18,33,8,34,5.010434046415674e-05
34,33,43,6,33,5,40,0.009797757177437158
50,32,34,42,14,34,37,19.69341445923983
33,39,19,50,39,7,32,-21.18931502462594
18,19,45,23,40,8,36,-21.189327209229972
33,52,22,24,22,10,37,13.041064384119089
52,44,19,45,46,25,5,4.7653725751118765
5,17,36,37,23,46,45,-10.642264520520952
26,37,47,34,38,7,47,-21.18931501680275
28,31,9,37,26,27,46,-10.587504833715375
16,30,36,28,35,33,4,3.737432514906357
6,32,17,21,3,48,29,-21.182273042940544
21,22,34,14,30,52,20,22.564503972467342
19,28,20,4,33,3,24,4.9808544977821946e-05
51,27,11,29,43,39,21,14.400283772900217
6,8,12,43,51,4,20,5.0083941091618054e-05
17,26,14,3,34,31,45,4.204136291679013
3,36,42,39,27,11,14,-21.644100847438054
10,50,25,45,37,25,28,3.304708763997032
23,37,35,49,3,4,48,5.010433544514209e-05
42,41,30,42,44,12,35,15.807818298969275
11,4,20,42,22,37,15,4.865260069662167
50,26,28,9,3,9,49,-21.189472940804954
25,12,32,14,3,50,17,-21.190334963467127
29,33,52,34,29,38,5,4.765372572079465
11,22,8,24,14,39,9,-21.191176164541695
29,15,22,45,3,38,41,-21.190332757851856
10,16,11,52,31,9,16,-10.589369628861357
38,8,47,48,5,18,23,-21.18804135170341
6,43,35,27,33,14,6,0.009807151519196325
3,29,40,12,15,13,26,-21.644100847438054
45,39,23,34,43,41,51,31.03451037931685
3,29,19,27,3,36,10,-21.65624254849112
21,5,17,33,43,16,15,18.359277774190968
51,9,31,11,33,9,13,-10.587657184840483
39,6,9,52,15,7,8,-21.177239519562757
32,24,15,28,43,44,19,19.797911421956034
49,40,38,44,19,21,28,25.690114526420594
33,31,26,11,17,45,49,4.865260069662167
39,5,18,22,33,31,12,14.114415224156362
10,39,12,47,35,9,15,-10.589369628861357
46,30,30,3,37,30,46,4.204136291679013
46,33,7,21,7,46,30,-21.189315103579023
25,16,38,23,33,6,22,-21.189314971152942
17,42,32,25,5,15,24,-21.18807513548613
35,33,24,44,42,43,38,32.437030799403914
12,30,5,23,35,18,25,0.009795647981852514
20,23,5,21,40,35,39,0.009796566267267737
40,17,48,37,28,51,25,31.888767391816103
35,47,7,10,25,26,33,-21.189503908246024
39,49,23,26,52,18,14,16.72566974583012
38,14,14,32,44,14,24,18.645681193875433
45,47,16,18,17,23,26,20.541881480135356
29,25,5,5,28,18,22,0.009793144497322962
27,8,3,6,46,44,17,5.006795894074047e-05
50,30,38,17,35,46,14,16.831584440632327
40,25,34,13,13,3,16,5.010481012113136e-05
6,43,43,38,22,9,41,7.133751957311183
11,47,26,20,8,24,28,-10.585727329989767
39,15,14,13,8,10,29,12.437820529218229
14,19,40,45,43,13,51,16.406693236430208
19,8,32,16,10,22,41,16.09040539509075
14,10,27,21,11,35,18,15.86503933029893
38,22,42,42,41,26,13,15.472495845955704
34,9,20,5,28,26,18,10.691102786861634
29,44,15,14,32,44,10,11.389734313931548
14,30,33,14,3,8,31,-21.189424907287485
12,28,22,42,16,26,43,15.53283982115792
41,7,46,11,47,28,26,4.865260069662167
28,4,34,23,29,36,11,12.905890180568688
9,20,8,7,4,34,26,-21.195429459964434
20,31,26,33,13,11,9,10.271278313416499
4,12,44,46,13,12,19,-21.1754204056832
17,5,25,28,46,27,29,22.31410965809438
11,25,32,6,52,3,49,4.693079594855717e-05
44,23,26,31,46,6,35,-21.189315024062928
25,28,37,30,41,41,40,33.450548246784955
33,23,40,42,32,13,3,1.6137435310120336
39,33,40,16,50,29,15,18.369839257097833
10,28,32,14,45,46,18,3.304708763997032
3,17,43,27,29,20,30,-21.644100847438054
28,35,7,43,6,14,22,-21.189314907483908
51,52,3,22,25,35,40,5.010433002176395e-05
34,8,13,46,7,52,48,-21.191602568565582
8,15,33,26,15,37,38,9.957058615410805
31,43,24,9,42,49,5,1.6162606126649113
20,8,7,32,28,47,18,-21.18932761860347
52,28,10,20,19,45,42,13.041041308008218
37,39,4,11,39,28,39,4.693079594855717e-05
37,4,36,12,26,41,52,20.490314209278793
50,28,8,46,20,32,52,-21.189315024006422
4,38,32,38,32,15,35,-21.1754204056832
31,9,32,30,25,41,23,28.62820793454387
47,10,11,24,18,10,35,13.040979361050526
9,32,41,33,14,7,43,-21.191825225841658
32,13,22,31,22,27,41,28.630796370466292
28,51,45,31,48,10,32,13.041063519690503
9,46,47,6,8,21,14,-21.19548394172748
48,24,24,3,43,33,44,4.204136291679013
28,25,18,24,18,37,27,23.134735811275423
37,10,40,31,51,38,14,16.834668050342138
6,35,15,49,30,40,19,0.009885207023657526
44,27,19,19,5,10,41,-21.1893150775644
15,50,45,29,28,42,6,6.215948145419508
52,51,12,27,39,17,9,10.269721381984352
5,49,23,5,23,17,33,-10.642264520520952
25,12,41,29,51,19,30,25.51583138032119
34,40,19,33,25,9,7,-10.597753635860498
41,14,24,46,37,25,26,31.362438031837165
16,16,36,48,23,32,32,20.872004050918797
50,28,33,31,34,9,26,-10.587504846062801
14,52,32,17,47,13,8,8.904745487831576
29,48,39,21,37,30,38,32.62220154358659
31,43,11,26,24,5,12,0.009795919988787632
40,41,31,21,11,23,20,16.862420328785856
13,3,52,3,25,32,18,4.204136291679013
42,47,6,14,14,29,19,-21.189325694434473
14,10,24,11,50,9,9,-10.5917898050947
32,47,5,21,27,19,45,0.009796561939436687
48,21,28,52,16,44,48,21.841452888338473
41,47,7,19,26,26,18,-21.189327024183033
11,33,36,44,40,20,21,4.865260069662167
9,3,6,35,10,14,34,-21.192056873330937
14,37,26,41,24,32,48,18.185422002680877
28,12,21,45,18,15,24,19.921075972346323
26,20,48,14,31,3,34,5.0104451789132615e-05
13,41,36,33,18,14,32,16.253254472342256
49,33,18,29,18,19,6,6.215928434320691
25,39,19,32,25,28,51,25.482568382794522
26,6,6,44,48,38,21,-21.189320055506137
42,18,23,45,37,3,16,5.010488074029409e-05
41,30,32,15,48,29,41,24.070021711248636
41,20,25,49,29,41,21,27.007719615741347
18,37,23,10,11,24,11,3.304708763997032
17,14,46,42,43,37,16,19.56438801036244
45,14,3,44,18,13,30,5.010432975463091e-05
31,38,35,42,22,5,4,0.009003485379686139
35,48,14,39,13,24,7,7.470091691637681
27,33,46,6,41,50,44,12.160789723833492
17,37,31,20,31,25,12,14.114024283168474
35,33,22,17,47,51,21,26.216601689515585
45,27,46,23,5,3,18,5.010444379656968e-05
26,3,17,28,9,8,17,-21.18936232603171
23,27,36,41,12,34,43,17.547767220434253
8,31,36,16,17,47,27,9.957058615410805
27,31,4,8,17,33,25,5.0110987857469314e-05
35,10,4,6,22,43,29,5.006795894074047e-05
48,6,19,30,10,29,29,16.096314153858966
